Code,Center Name,Purchase Date,Indent Date,No of Purchy,Qty in Qtls
77,AMETHI IV,15-12-2022,15-12-2022,15,580.83
77,AMETHI IV,16-12-2022,14-12-2022,1,54.45
77,AMETHI IV,16-12-2022,15-12-2022,1,21.88
77,AMETHI IV,16-12-2022,16-12-2022,14,437.58
77,AMETHI IV,17-12-2022,16-12-2022,4,149.49
77,AMETHI IV,17-12-2022,17-12-2022,9,321.16
77,AMETHI IV,18-12-2022,17-12-2022,3,97.61
77,AMETHI IV,18-12-2022,18-12-2022,12,488.06
77,AMETHI IV,19-12-2022,18-12-2022,2,74.30
77,AMETHI IV,19-12-2022,19-12-2022,24,792.93
77,AMETHI IV,20-12-2022,17-12-2022,1,54.45
77,AMETHI IV,20-12-2022,18-12-2022,2,74.74
77,AMETHI IV,20-12-2022,19-12-2022,4,146.28
77,AMETHI IV,20-12-2022,20-12-2022,11,346.01
77,AMETHI IV,21-12-2022,18-12-2022,2,77.22
77,AMETHI IV,21-12-2022,19-12-2022,5,170.63
77,AMETHI IV,21-12-2022,20-12-2022,5,200.28
77,AMETHI IV,21-12-2022,21-12-2022,14,416.00
77,AMETHI IV,22-12-2022,19-12-2022,3,98.45
77,AMETHI IV,22-12-2022,20-12-2022,1,23.76
77,AMETHI IV,22-12-2022,21-12-2022,4,123.95
77,AMETHI IV,22-12-2022,22-12-2022,4,120.78
77,AMETHI IV,23-12-2022,20-12-2022,4,118.80
77,AMETHI IV,23-12-2022,21-12-2022,3,98.21
77,AMETHI IV,23-12-2022,22-12-2022,6,203.94
77,AMETHI IV,23-12-2022,23-12-2022,5,203.39
77,AMETHI IV,24-12-2022,21-12-2022,2,104.34
77,AMETHI IV,24-12-2022,22-12-2022,5,205.37
77,AMETHI IV,24-12-2022,23-12-2022,7,212.79
77,AMETHI IV,24-12-2022,24-12-2022,11,363.68
77,AMETHI IV,25-12-2022,22-12-2022,1,50.39
77,AMETHI IV,25-12-2022,23-12-2022,5,178.94
77,AMETHI IV,25-12-2022,24-12-2022,3,70.69
77,AMETHI IV,25-12-2022,25-12-2022,11,382.18
77,AMETHI IV,26-12-2022,23-12-2022,1,22.67
77,AMETHI IV,26-12-2022,24-12-2022,3,163.35
77,AMETHI IV,26-12-2022,25-12-2022,5,180.18
77,AMETHI IV,26-12-2022,26-12-2022,17,574.65
77,AMETHI IV,27-12-2022,24-12-2022,1,23.76
77,AMETHI IV,27-12-2022,25-12-2022,1,54.45
77,AMETHI IV,27-12-2022,26-12-2022,2,47.42
77,AMETHI IV,27-12-2022,27-12-2022,12,366.79
77,AMETHI IV,28-12-2022,25-12-2022,1,22.77
77,AMETHI IV,28-12-2022,28-12-2022,9,344.57
77,AMETHI IV,29-12-2022,29-12-2022,18,624.00
77,AMETHI IV,30-12-2022,30-12-2022,15,613.00
77,AMETHI IV,31-12-2022,29-12-2022,1,23.76
77,AMETHI IV,31-12-2022,30-12-2022,1,23.76
77,AMETHI IV,31-12-2022,31-12-2022,13,381.25
77,AMETHI IV,01-01-2023,30-12-2022,1,23.76
77,AMETHI IV,01-01-2023,31-12-2022,5,116.23
77,AMETHI IV,01-01-2023,01-01-2023,7,257.89
77,AMETHI IV,02-01-2023,29-12-2022,2,38.11
77,AMETHI IV,02-01-2023,30-12-2022,1,22.57
77,AMETHI IV,02-01-2023,31-12-2022,2,74.45
77,AMETHI IV,02-01-2023,01-01-2023,1,23.76
77,AMETHI IV,02-01-2023,02-01-2023,4,121.72
77,AMETHI IV,03-01-2023,01-01-2023,3,130.23
77,AMETHI IV,03-01-2023,02-01-2023,1,23.66
77,AMETHI IV,03-01-2023,03-01-2023,13,443.51
77,AMETHI IV,04-01-2023,02-01-2023,4,94.94
77,AMETHI IV,04-01-2023,03-01-2023,7,251.01
77,AMETHI IV,04-01-2023,04-01-2023,9,270.12
77,AMETHI IV,05-01-2023,03-01-2023,5,210.72
77,AMETHI IV,05-01-2023,04-01-2023,8,305.76
77,AMETHI IV,05-01-2023,05-01-2023,8,218.84
77,AMETHI IV,06-01-2023,03-01-2023,1,54.45
77,AMETHI IV,06-01-2023,04-01-2023,1,54.40
77,AMETHI IV,06-01-2023,05-01-2023,7,179.93
77,AMETHI IV,06-01-2023,06-01-2023,5,145.97
77,AMETHI IV,07-01-2023,04-01-2023,4,153.45
77,AMETHI IV,07-01-2023,05-01-2023,5,234.18
77,AMETHI IV,07-01-2023,06-01-2023,15,520.14
77,AMETHI IV,07-01-2023,07-01-2023,8,275.17
77,AMETHI IV,08-01-2023,05-01-2023,2,78.16
77,AMETHI IV,08-01-2023,06-01-2023,2,43.71
77,AMETHI IV,08-01-2023,07-01-2023,2,108.90
77,AMETHI IV,08-01-2023,08-01-2023,9,270.66
77,AMETHI IV,09-01-2023,07-01-2023,7,317.89
77,AMETHI IV,09-01-2023,08-01-2023,8,282.05
77,AMETHI IV,09-01-2023,09-01-2023,7,269.33
77,AMETHI IV,10-01-2023,07-01-2023,1,23.71
77,AMETHI IV,10-01-2023,08-01-2023,3,99.30
77,AMETHI IV,10-01-2023,09-01-2023,7,224.48
77,AMETHI IV,10-01-2023,10-01-2023,8,274.03
77,AMETHI IV,11-01-2023,08-01-2023,3,70.59
77,AMETHI IV,11-01-2023,10-01-2023,3,158.35
77,AMETHI IV,11-01-2023,11-01-2023,7,226.61
77,AMETHI IV,12-01-2023,09-01-2023,3,101.87
77,AMETHI IV,12-01-2023,10-01-2023,2,106.13
77,AMETHI IV,12-01-2023,11-01-2023,5,172.06
77,AMETHI IV,12-01-2023,12-01-2023,11,291.70
77,AMETHI IV,13-01-2023,10-01-2023,2,78.16
77,AMETHI IV,13-01-2023,11-01-2023,6,262.30
77,AMETHI IV,13-01-2023,12-01-2023,6,253.68
77,AMETHI IV,13-01-2023,13-01-2023,6,198.89
77,AMETHI IV,14-01-2023,11-01-2023,3,101.82
77,AMETHI IV,14-01-2023,12-01-2023,8,251.41
77,AMETHI IV,14-01-2023,13-01-2023,4,152.01
77,AMETHI IV,14-01-2023,14-01-2023,9,210.97
77,AMETHI IV,15-01-2023,12-01-2023,2,39.75
77,AMETHI IV,15-01-2023,13-01-2023,7,350.26
77,AMETHI IV,15-01-2023,14-01-2023,5,209.88
77,AMETHI IV,15-01-2023,15-01-2023,6,222.65
77,AMETHI IV,16-01-2023,13-01-2023,2,46.48
77,AMETHI IV,16-01-2023,14-01-2023,5,177.06
77,AMETHI IV,16-01-2023,15-01-2023,3,132.66
77,AMETHI IV,16-01-2023,16-01-2023,13,454.21
77,AMETHI IV,17-01-2023,14-01-2023,2,95.38
77,AMETHI IV,17-01-2023,15-01-2023,2,105.88
77,AMETHI IV,17-01-2023,16-01-2023,5,178.20
77,AMETHI IV,17-01-2023,17-01-2023,14,501.18
77,AMETHI IV,18-01-2023,16-01-2023,2,47.52
77,AMETHI IV,18-01-2023,17-01-2023,6,203.94
77,AMETHI IV,18-01-2023,18-01-2023,8,305.61
77,AMETHI IV,19-01-2023,16-01-2023,2,47.42
77,AMETHI IV,19-01-2023,17-01-2023,1,23.76
77,AMETHI IV,19-01-2023,18-01-2023,10,351.74
77,AMETHI IV,19-01-2023,19-01-2023,12,315.56
77,AMETHI IV,20-01-2023,17-01-2023,1,23.71
77,AMETHI IV,20-01-2023,19-01-2023,4,156.37
77,AMETHI IV,20-01-2023,20-01-2023,10,285.47
77,AMETHI IV,21-01-2023,18-01-2023,2,76.63
77,AMETHI IV,21-01-2023,19-01-2023,2,78.16
77,AMETHI IV,21-01-2023,20-01-2023,1,23.76
77,AMETHI IV,21-01-2023,21-01-2023,6,260.96
77,AMETHI IV,22-01-2023,17-01-2023,1,23.76
77,AMETHI IV,22-01-2023,18-01-2023,1,23.76
77,AMETHI IV,22-01-2023,19-01-2023,3,71.23
77,AMETHI IV,22-01-2023,20-01-2023,6,171.76
77,AMETHI IV,22-01-2023,21-01-2023,7,319.77
77,AMETHI IV,22-01-2023,22-01-2023,7,195.38
77,AMETHI IV,23-01-2023,21-01-2023,6,192.26
77,AMETHI IV,23-01-2023,22-01-2023,4,156.42
77,AMETHI IV,23-01-2023,23-01-2023,10,373.77
77,AMETHI IV,24-01-2023,22-01-2023,1,23.76
77,AMETHI IV,24-01-2023,23-01-2023,1,22.27
77,AMETHI IV,24-01-2023,24-01-2023,8,251.46
77,AMETHI IV,25-01-2023,22-01-2023,1,51.93
77,AMETHI IV,25-01-2023,23-01-2023,1,23.76
77,AMETHI IV,25-01-2023,24-01-2023,5,147.26
77,AMETHI IV,25-01-2023,25-01-2023,14,516.58
77,AMETHI IV,26-01-2023,23-01-2023,1,54.45
77,AMETHI IV,26-01-2023,24-01-2023,9,367.24
77,AMETHI IV,26-01-2023,25-01-2023,2,73.61
77,AMETHI IV,26-01-2023,26-01-2023,10,437.78
78,AMETHI  V,17-11-2022,14-11-2022,5,147.90
78,AMETHI  V,17-11-2022,17-11-2022,1,54.15
78,AMETHI  V,19-11-2022,14-11-2022,2,46.48
78,AMETHI  V,19-11-2022,15-11-2022,8,252.99
78,AMETHI  V,19-11-2022,16-11-2022,8,283.28
78,AMETHI  V,19-11-2022,17-11-2022,5,198.99
78,AMETHI  V,20-11-2022,14-11-2022,5,170.72
78,AMETHI  V,20-11-2022,15-11-2022,9,249.19
78,AMETHI  V,20-11-2022,17-11-2022,3,116.72
78,AMETHI  V,20-11-2022,19-11-2022,2,77.57
78,AMETHI  V,20-11-2022,20-11-2022,2,108.60
78,AMETHI  V,21-11-2022,14-11-2022,2,77.66
78,AMETHI  V,21-11-2022,15-11-2022,3,69.20
78,AMETHI  V,21-11-2022,16-11-2022,3,100.98
78,AMETHI  V,21-11-2022,17-11-2022,2,66.73
78,AMETHI  V,21-11-2022,19-11-2022,2,102.17
78,AMETHI  V,21-11-2022,20-11-2022,3,131.81
78,AMETHI  V,21-11-2022,21-11-2022,6,166.61
78,AMETHI  V,23-11-2022,16-11-2022,2,77.02
78,AMETHI  V,23-11-2022,17-11-2022,2,77.96
78,AMETHI  V,23-11-2022,20-11-2022,1,23.61
78,AMETHI  V,23-11-2022,21-11-2022,6,163.95
78,AMETHI  V,23-11-2022,22-11-2022,8,293.93
78,AMETHI  V,23-11-2022,23-11-2022,9,344.26
78,AMETHI  V,24-11-2022,17-11-2022,1,50.74
78,AMETHI  V,24-11-2022,19-11-2022,1,54.25
78,AMETHI  V,24-11-2022,20-11-2022,2,72.66
78,AMETHI  V,24-11-2022,21-11-2022,1,52.22
78,AMETHI  V,24-11-2022,22-11-2022,4,181.46
78,AMETHI  V,24-11-2022,23-11-2022,6,193.38
78,AMETHI  V,24-11-2022,24-11-2022,5,178.54
78,AMETHI  V,25-11-2022,20-11-2022,1,23.71
78,AMETHI  V,25-11-2022,21-11-2022,2,76.43
78,AMETHI  V,25-11-2022,22-11-2022,2,98.30
78,AMETHI  V,25-11-2022,23-11-2022,3,65.04
78,AMETHI  V,25-11-2022,24-11-2022,5,231.26
78,AMETHI  V,25-11-2022,25-11-2022,5,196.95
78,AMETHI  V,26-11-2022,24-11-2022,3,93.85
78,AMETHI  V,26-11-2022,25-11-2022,4,149.73
78,AMETHI  V,26-11-2022,26-11-2022,6,227.30
78,AMETHI  V,27-11-2022,25-11-2022,1,54.10
78,AMETHI  V,27-11-2022,26-11-2022,5,142.80
78,AMETHI  V,27-11-2022,27-11-2022,7,306.45
78,AMETHI  V,28-11-2022,22-11-2022,1,23.61
78,AMETHI  V,28-11-2022,26-11-2022,2,47.32
78,AMETHI  V,28-11-2022,27-11-2022,5,169.88
78,AMETHI  V,28-11-2022,28-11-2022,8,271.20
78,AMETHI  V,29-11-2022,26-11-2022,1,23.76
78,AMETHI  V,29-11-2022,27-11-2022,2,70.78
78,AMETHI  V,29-11-2022,28-11-2022,4,121.27
78,AMETHI  V,29-11-2022,29-11-2022,7,238.09
78,AMETHI  V,30-11-2022,28-11-2022,1,44.65
78,AMETHI  V,30-11-2022,29-11-2022,3,96.92
78,AMETHI  V,30-11-2022,30-11-2022,9,363.07
78,AMETHI  V,01-12-2022,27-11-2022,1,44.45
78,AMETHI  V,01-12-2022,28-11-2022,2,106.92
78,AMETHI  V,01-12-2022,29-11-2022,2,47.47
78,AMETHI  V,01-12-2022,30-11-2022,3,156.72
78,AMETHI  V,01-12-2022,01-12-2022,5,162.31
78,AMETHI  V,02-12-2022,29-11-2022,1,46.73
78,AMETHI  V,02-12-2022,30-11-2022,2,74.75
78,AMETHI  V,02-12-2022,01-12-2022,4,121.92
78,AMETHI  V,02-12-2022,02-12-2022,7,235.95
78,AMETHI  V,03-12-2022,29-11-2022,1,20.34
78,AMETHI  V,03-12-2022,01-12-2022,5,230.52
78,AMETHI  V,03-12-2022,02-12-2022,3,127.70
78,AMETHI  V,03-12-2022,03-12-2022,2,102.57
78,AMETHI  V,04-12-2022,01-12-2022,1,54.30
78,AMETHI  V,04-12-2022,02-12-2022,3,96.62
78,AMETHI  V,04-12-2022,03-12-2022,2,73.70
78,AMETHI  V,04-12-2022,04-12-2022,6,258.29
78,AMETHI  V,05-12-2022,01-12-2022,1,22.57
78,AMETHI  V,05-12-2022,02-12-2022,1,23.61
78,AMETHI  V,05-12-2022,03-12-2022,4,146.12
78,AMETHI  V,05-12-2022,04-12-2022,6,165.62
78,AMETHI  V,05-12-2022,05-12-2022,9,400.01
78,AMETHI  V,06-12-2022,03-12-2022,1,53.76
78,AMETHI  V,06-12-2022,04-12-2022,3,101.62
78,AMETHI  V,06-12-2022,05-12-2022,3,129.88
78,AMETHI  V,06-12-2022,06-12-2022,6,224.73
78,AMETHI  V,07-12-2022,04-12-2022,1,50.89
78,AMETHI  V,07-12-2022,05-12-2022,3,99.34
78,AMETHI  V,07-12-2022,06-12-2022,1,44.90
78,AMETHI  V,07-12-2022,07-12-2022,7,287.29
78,AMETHI  V,08-12-2022,05-12-2022,2,78.01
78,AMETHI  V,08-12-2022,06-12-2022,3,92.37
78,AMETHI  V,08-12-2022,07-12-2022,4,153.94
78,AMETHI  V,08-12-2022,08-12-2022,3,132.51
78,AMETHI  V,09-12-2022,06-12-2022,3,132.26
78,AMETHI  V,09-12-2022,07-12-2022,2,44.70
78,AMETHI  V,09-12-2022,08-12-2022,4,151.82
78,AMETHI  V,09-12-2022,09-12-2022,9,356.68
78,AMETHI  V,10-12-2022,07-12-2022,1,21.48
78,AMETHI  V,10-12-2022,08-12-2022,3,122.76
78,AMETHI  V,10-12-2022,09-12-2022,2,41.48
78,AMETHI  V,10-12-2022,10-12-2022,10,323.82
78,AMETHI  V,11-12-2022,08-12-2022,2,47.42
78,AMETHI  V,11-12-2022,10-12-2022,6,228.63
78,AMETHI  V,11-12-2022,11-12-2022,6,219.82
78,AMETHI  V,12-12-2022,11-12-2022,2,108.75
78,AMETHI  V,12-12-2022,12-12-2022,10,380.35
78,AMETHI  V,13-12-2022,12-12-2022,4,119.74
78,AMETHI  V,13-12-2022,13-12-2022,8,402.53
78,AMETHI  V,14-12-2022,11-12-2022,1,23.61
78,AMETHI  V,14-12-2022,13-12-2022,2,77.71
78,AMETHI  V,14-12-2022,14-12-2022,12,427.61
78,AMETHI  V,15-12-2022,12-12-2022,2,47.42
78,AMETHI  V,15-12-2022,13-12-2022,1,23.51
78,AMETHI  V,15-12-2022,14-12-2022,1,54.40
78,AMETHI  V,15-12-2022,15-12-2022,11,403.56
78,AMETHI  V,16-12-2022,15-12-2022,2,72.07
78,AMETHI  V,16-12-2022,16-12-2022,13,459.50
78,AMETHI  V,17-12-2022,16-12-2022,1,20.79
78,AMETHI  V,17-12-2022,17-12-2022,12,399.16
78,AMETHI  V,18-12-2022,17-12-2022,1,23.76
78,AMETHI  V,18-12-2022,18-12-2022,9,349.37
78,AMETHI  V,19-12-2022,16-12-2022,1,23.66
78,AMETHI  V,19-12-2022,17-12-2022,1,54.45
78,AMETHI  V,19-12-2022,18-12-2022,1,23.76
78,AMETHI  V,19-12-2022,19-12-2022,9,427.08
78,AMETHI  V,20-12-2022,17-12-2022,1,23.76
78,AMETHI  V,20-12-2022,18-12-2022,1,54.40
78,AMETHI  V,20-12-2022,19-12-2022,1,23.66
78,AMETHI  V,20-12-2022,20-12-2022,9,325.16
78,AMETHI  V,21-12-2022,19-12-2022,1,54.15
78,AMETHI  V,21-12-2022,20-12-2022,4,156.22
78,AMETHI  V,21-12-2022,21-12-2022,9,336.50
78,AMETHI  V,22-12-2022,19-12-2022,1,22.77
78,AMETHI  V,22-12-2022,20-12-2022,2,47.22
78,AMETHI  V,22-12-2022,21-12-2022,4,120.09
78,AMETHI  V,22-12-2022,22-12-2022,8,322.04
78,AMETHI  V,23-12-2022,21-12-2022,1,49.50
78,AMETHI  V,23-12-2022,22-12-2022,3,66.92
78,AMETHI  V,23-12-2022,23-12-2022,5,203.84
78,AMETHI  V,24-12-2022,22-12-2022,3,101.18
78,AMETHI  V,24-12-2022,23-12-2022,6,197.60
78,AMETHI  V,24-12-2022,24-12-2022,9,335.90
78,AMETHI  V,25-12-2022,22-12-2022,1,23.76
78,AMETHI  V,25-12-2022,23-12-2022,1,54.45
78,AMETHI  V,25-12-2022,24-12-2022,4,124.44
78,AMETHI  V,25-12-2022,25-12-2022,9,416.78
78,AMETHI  V,26-12-2022,23-12-2022,2,73.26
78,AMETHI  V,26-12-2022,25-12-2022,2,47.52
78,AMETHI  V,26-12-2022,26-12-2022,10,390.90
78,AMETHI  V,27-12-2022,24-12-2022,1,23.76
78,AMETHI  V,27-12-2022,25-12-2022,2,68.31
78,AMETHI  V,27-12-2022,26-12-2022,5,149.19
78,AMETHI  V,27-12-2022,27-12-2022,9,371.94
78,AMETHI  V,28-12-2022,26-12-2022,1,23.76
78,AMETHI  V,28-12-2022,27-12-2022,2,108.60
78,AMETHI  V,28-12-2022,28-12-2022,13,445.35
78,AMETHI  V,29-12-2022,26-12-2022,2,44.55
78,AMETHI  V,29-12-2022,27-12-2022,1,23.76
78,AMETHI  V,29-12-2022,28-12-2022,2,47.37
78,AMETHI  V,29-12-2022,29-12-2022,8,311.65
78,AMETHI  V,30-12-2022,27-12-2022,1,14.65
78,AMETHI  V,30-12-2022,28-12-2022,2,77.67
78,AMETHI  V,30-12-2022,29-12-2022,3,152.31
78,AMETHI  V,30-12-2022,30-12-2022,14,473.46
78,AMETHI  V,31-12-2022,29-12-2022,1,23.76
78,AMETHI  V,31-12-2022,31-12-2022,7,310.12
78,AMETHI  V,01-01-2023,30-12-2022,1,54.45
78,AMETHI  V,01-01-2023,31-12-2022,1,54.45
78,AMETHI  V,01-01-2023,01-01-2023,5,143.20
78,AMETHI  V,02-01-2023,01-01-2023,3,161.96
78,AMETHI  V,02-01-2023,02-01-2023,3,126.62
78,AMETHI  V,03-01-2023,01-01-2023,1,44.55
78,AMETHI  V,03-01-2023,02-01-2023,2,75.98
78,AMETHI  V,03-01-2023,03-01-2023,7,315.41
78,AMETHI  V,04-01-2023,02-01-2023,1,49.20
78,AMETHI  V,04-01-2023,03-01-2023,1,54.40
78,AMETHI  V,04-01-2023,04-01-2023,9,329.62
78,AMETHI  V,05-01-2023,03-01-2023,2,108.70
78,AMETHI  V,05-01-2023,04-01-2023,3,70.29
78,AMETHI  V,05-01-2023,05-01-2023,11,435.59
78,AMETHI  V,06-01-2023,04-01-2023,1,54.40
78,AMETHI  V,06-01-2023,05-01-2023,3,100.58
78,AMETHI  V,06-01-2023,06-01-2023,12,431.19
78,AMETHI  V,07-01-2023,04-01-2023,1,23.76
78,AMETHI  V,07-01-2023,05-01-2023,1,21.28
78,AMETHI  V,07-01-2023,06-01-2023,3,101.92
78,AMETHI  V,07-01-2023,07-01-2023,7,302.79
78,AMETHI  V,08-01-2023,06-01-2023,1,23.76
78,AMETHI  V,08-01-2023,07-01-2023,1,54.25
78,AMETHI  V,08-01-2023,08-01-2023,8,336.00
78,AMETHI  V,09-01-2023,07-01-2023,3,130.13
78,AMETHI  V,09-01-2023,08-01-2023,3,101.77
78,AMETHI  V,09-01-2023,09-01-2023,6,234.28
78,AMETHI  V,10-01-2023,07-01-2023,1,23.56
78,AMETHI  V,10-01-2023,08-01-2023,2,47.47
78,AMETHI  V,10-01-2023,09-01-2023,1,54.40
78,AMETHI  V,10-01-2023,10-01-2023,9,269.77
78,AMETHI  V,11-01-2023,10-01-2023,2,45.59
78,AMETHI  V,11-01-2023,11-01-2023,7,300.37
78,AMETHI  V,13-01-2023,10-01-2023,1,23.66
78,AMETHI  V,13-01-2023,11-01-2023,2,77.22
78,AMETHI  V,13-01-2023,12-01-2023,6,224.18
78,AMETHI  V,13-01-2023,13-01-2023,5,118.65
78,AMETHI  V,14-01-2023,11-01-2023,1,49.90
78,AMETHI  V,14-01-2023,12-01-2023,3,152.21
78,AMETHI  V,14-01-2023,13-01-2023,4,94.39
78,AMETHI  V,14-01-2023,14-01-2023,9,359.11
78,AMETHI  V,15-01-2023,12-01-2023,1,21.28
78,AMETHI  V,15-01-2023,13-01-2023,2,108.36
78,AMETHI  V,15-01-2023,14-01-2023,4,185.77
78,AMETHI  V,15-01-2023,15-01-2023,6,263.53
78,AMETHI  V,16-01-2023,13-01-2023,1,23.76
78,AMETHI  V,16-01-2023,14-01-2023,1,23.66
78,AMETHI  V,16-01-2023,15-01-2023,3,126.17
78,AMETHI  V,16-01-2023,16-01-2023,6,262.84
78,AMETHI  V,17-01-2023,15-01-2023,3,101.87
78,AMETHI  V,17-01-2023,17-01-2023,13,506.57
78,AMETHI  V,18-01-2023,16-01-2023,4,150.28
78,AMETHI  V,18-01-2023,17-01-2023,2,47.37
78,AMETHI  V,18-01-2023,18-01-2023,6,234.23
78,AMETHI  V,19-01-2023,16-01-2023,1,23.51
78,AMETHI  V,19-01-2023,17-01-2023,1,53.61
78,AMETHI  V,19-01-2023,18-01-2023,2,77.46
78,AMETHI  V,19-01-2023,19-01-2023,3,131.57
78,AMETHI  V,20-01-2023,17-01-2023,1,23.76
78,AMETHI  V,20-01-2023,18-01-2023,2,45.24
78,AMETHI  V,20-01-2023,19-01-2023,1,23.61
78,AMETHI  V,20-01-2023,20-01-2023,2,78.16
78,AMETHI  V,21-01-2023,18-01-2023,1,23.46
78,AMETHI  V,21-01-2023,20-01-2023,2,99.00
78,AMETHI  V,21-01-2023,21-01-2023,3,131.57
78,AMETHI  V,22-01-2023,17-01-2023,1,23.76
78,AMETHI  V,22-01-2023,18-01-2023,1,23.26
78,AMETHI  V,22-01-2023,19-01-2023,3,132.06
78,AMETHI  V,22-01-2023,20-01-2023,3,101.82
78,AMETHI  V,22-01-2023,21-01-2023,8,250.61
78,AMETHI  V,22-01-2023,22-01-2023,1,17.82
78,AMETHI  V,23-01-2023,21-01-2023,2,78.06
78,AMETHI  V,23-01-2023,22-01-2023,2,78.11
78,AMETHI  V,23-01-2023,23-01-2023,2,108.70
78,AMETHI  V,24-01-2023,21-01-2023,4,121.92
78,AMETHI  V,24-01-2023,22-01-2023,3,101.72
78,AMETHI  V,24-01-2023,23-01-2023,3,71.03
78,AMETHI  V,24-01-2023,24-01-2023,5,240.12
78,AMETHI  V,25-01-2023,22-01-2023,1,54.00
78,AMETHI  V,25-01-2023,23-01-2023,2,78.16
78,AMETHI  V,25-01-2023,24-01-2023,4,125.48
78,AMETHI  V,25-01-2023,25-01-2023,3,131.97
78,AMETHI  V,26-01-2023,23-01-2023,5,209.93
78,AMETHI  V,26-01-2023,24-01-2023,5,209.83
78,AMETHI  V,26-01-2023,25-01-2023,8,262.75
78,AMETHI  V,26-01-2023,26-01-2023,11,430.00
80,DHAURAHARA,13-11-2022,13-11-2022,6,216.21
80,DHAURAHARA,14-11-2022,13-11-2022,4,88.61
80,DHAURAHARA,14-11-2022,14-11-2022,5,169.29
80,DHAURAHARA,15-11-2022,13-11-2022,3,61.73
80,DHAURAHARA,15-11-2022,14-11-2022,1,52.42
80,DHAURAHARA,15-11-2022,15-11-2022,1,22.13
80,DHAURAHARA,16-11-2022,13-11-2022,8,181.96
80,DHAURAHARA,16-11-2022,14-11-2022,5,109.05
80,DHAURAHARA,16-11-2022,15-11-2022,1,21.78
80,DHAURAHARA,18-11-2022,13-11-2022,1,22.97
80,DHAURAHARA,18-11-2022,14-11-2022,2,40.79
80,DHAURAHARA,18-11-2022,15-11-2022,4,110.68
80,DHAURAHARA,18-11-2022,16-11-2022,1,42.32
80,DHAURAHARA,19-11-2022,14-11-2022,9,206.20
80,DHAURAHARA,19-11-2022,15-11-2022,7,160.88
80,DHAURAHARA,19-11-2022,16-11-2022,9,240.52
80,DHAURAHARA,19-11-2022,17-11-2022,6,226.35
80,DHAURAHARA,20-11-2022,14-11-2022,6,145.33
80,DHAURAHARA,20-11-2022,15-11-2022,10,222.49
80,DHAURAHARA,20-11-2022,16-11-2022,7,158.04
80,DHAURAHARA,20-11-2022,17-11-2022,5,174.49
80,DHAURAHARA,20-11-2022,18-11-2022,4,91.08
80,DHAURAHARA,20-11-2022,20-11-2022,2,71.68
80,DHAURAHARA,21-11-2022,15-11-2022,6,129.73
80,DHAURAHARA,21-11-2022,16-11-2022,4,91.86
80,DHAURAHARA,21-11-2022,17-11-2022,4,87.51
80,DHAURAHARA,21-11-2022,18-11-2022,2,44.25
80,DHAURAHARA,21-11-2022,20-11-2022,4,84.40
80,DHAURAHARA,21-11-2022,21-11-2022,2,79.10
80,DHAURAHARA,22-11-2022,16-11-2022,5,109.29
80,DHAURAHARA,22-11-2022,17-11-2022,7,181.22
80,DHAURAHARA,22-11-2022,18-11-2022,8,226.40
80,DHAURAHARA,22-11-2022,20-11-2022,1,25.29
80,DHAURAHARA,22-11-2022,21-11-2022,3,66.08
80,DHAURAHARA,22-11-2022,22-11-2022,8,187.60
80,DHAURAHARA,23-11-2022,18-11-2022,1,22.52
80,DHAURAHARA,23-11-2022,22-11-2022,4,95.63
80,DHAURAHARA,23-11-2022,23-11-2022,5,167.75
80,DHAURAHARA,24-11-2022,21-11-2022,3,92.11
80,DHAURAHARA,24-11-2022,22-11-2022,4,111.32
80,DHAURAHARA,24-11-2022,23-11-2022,5,167.51
80,DHAURAHARA,24-11-2022,24-11-2022,5,143.85
80,DHAURAHARA,25-11-2022,20-11-2022,1,23.66
80,DHAURAHARA,25-11-2022,22-11-2022,1,22.77
80,DHAURAHARA,25-11-2022,23-11-2022,6,123.84
80,DHAURAHARA,25-11-2022,24-11-2022,5,169.38
80,DHAURAHARA,25-11-2022,25-11-2022,11,318.62
80,DHAURAHARA,26-11-2022,20-11-2022,1,23.26
80,DHAURAHARA,26-11-2022,22-11-2022,1,22.42
80,DHAURAHARA,26-11-2022,24-11-2022,6,163.25
80,DHAURAHARA,26-11-2022,25-11-2022,7,159.10
80,DHAURAHARA,26-11-2022,26-11-2022,10,293.62
80,DHAURAHARA,27-11-2022,23-11-2022,1,21.88
80,DHAURAHARA,27-11-2022,24-11-2022,4,117.02
80,DHAURAHARA,27-11-2022,25-11-2022,2,41.87
80,DHAURAHARA,27-11-2022,26-11-2022,5,113.75
80,DHAURAHARA,27-11-2022,27-11-2022,9,315.66
80,DHAURAHARA,28-11-2022,23-11-2022,1,23.66
80,DHAURAHARA,28-11-2022,24-11-2022,3,100.04
80,DHAURAHARA,28-11-2022,25-11-2022,3,70.14
80,DHAURAHARA,28-11-2022,26-11-2022,6,194.38
80,DHAURAHARA,28-11-2022,27-11-2022,5,141.62
80,DHAURAHARA,28-11-2022,28-11-2022,6,203.49
80,DHAURAHARA,29-11-2022,24-11-2022,1,21.38
80,DHAURAHARA,29-11-2022,25-11-2022,1,23.81
80,DHAURAHARA,29-11-2022,26-11-2022,4,184.53
80,DHAURAHARA,29-11-2022,27-11-2022,4,118.70
80,DHAURAHARA,29-11-2022,28-11-2022,9,266.12
80,DHAURAHARA,29-11-2022,29-11-2022,6,171.57
80,DHAURAHARA,30-11-2022,26-11-2022,2,75.64
